Brand,Product,Price,Description,Url
MSI,"
 MEG X570 UNIFY, ATX-emolevy
","308,00 
                                        ","AM4, AMD X570, 4 x DDR4, 802.11ax + BT 5.0, 3 x M.2  
                                        ",https://jimms.fi/fi/Product/Show/154940/meg-x570-unify/msi-meg-x570-unify-atx-emolevy
Asus,"
 PRIME Z490-P + Core i7-10700K + 16GB DDR4 3200MHz (Bundletarjous!)
","649,90 
                                        ","Koe Intelin uusi prosessorisukupolvi vaivatta tämän bundlen siivittämänä - luonnollisesti tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/162487/primez490p-10700k-16gb/asus-prime-z490-p-core-i7-10700k-16gb-ddr4-3200mhz-bundletarjous
MSI,"
 MEG Z490 UNIFY, ATX-emolevy
","314,90 
                                        ","LGA1200, Intel Z490, 4 x DDR4, 802.11ax + BT  
                                        ",https://jimms.fi/fi/Product/Show/161653/meg-z490-unify/msi-meg-z490-unify-atx-emolevy
Asus,"
 ROG STRIX Z490-E GAMING + Core i7-10700K + 16GB DDR4 3200MHz (Bundletarjous!)
","749,90 
                                        ","Koe Intelin uusi prosessorisukupolvi vaivatta tämän bundlen siivittämänä - luonnollisesti tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/162494/rsz490eg-10700k-16gb/asus-rog-strix-z490-e-gaming-core-i7-10700k-16gb-ddr4-3200mhz-bundletarjous
MSI,"
 MPG X570 GAMING EDGE WIFI, ATX-emolevy
","219,90 
                                        ","AM4, AMD X570, 4 x DDR4, HDMI, 802.11ac + BT  
                                        ",https://jimms.fi/fi/Product/Show/152237/mpg-x570-gaming-edge-wifi/msi-mpg-x570-gaming-edge-wifi-atx-emolevy
MSI,"
 MPG Z490 GAMING PLUS, ATX-emolevy
","199,90 
                                        ","LGA1200, Intel Z490, 4 x DDR4, HDMI/DP  
                                        ",https://jimms.fi/fi/Product/Show/161656/mpg-z490-gaming-plus/msi-mpg-z490-gaming-plus-atx-emolevy
MSI,"
 B450M MORTAR MAX, mATX-emolevy (Tarjous! Norm. 109,9€)
","99,90 
                                        ","AM4, AMD B450, 4 x DDR4, HDMI/DP  
                                        ",https://jimms.fi/fi/Product/Show/152768/b450m-mortar-max/msi-b450m-mortar-max-matx-emolevy-tarjous-norm-109_9
Asus,"
 ROG Strix X570-I Gaming, Mini-ITX-emolevy
","329,90 
                                        ","AM4, AMD X570, 2 x DDR4, WiFi 6 + BT  
                                        ",https://jimms.fi/fi/Product/Show/153783/rog-strix-x570-i-gaming/asus-rog-strix-x570-i-gaming-mini-itx-emolevy
Asus,"
 TUF GAMING X570-PLUS + Ryzen 7 3700X + 16GB HyperX Fury DDR4 3200MHz (Bundletarjous!)
","609,90 
                                        ","Bundlejemme avulla loihdit itsellesi erinomaisen kokoonpanon asteen verran edullisemmin!  
                                        ",https://jimms.fi/fi/Product/Show/161450/tgx570-plus-3700x-16gb/asus-tuf-gaming-x570-plus-ryzen-7-3700x-16gb-hyperx-fury-ddr4-3200mhz-bundletarjous
MSI,"
 MPG B550 GAMING EDGE WIFI + AMD Ryzen 5 3600 + 16GB HyperX Fury DDR4 3200MHz (Bundletarjous!)
","469,90 
                                        ","Tuoretta komponenttia kokoonpanosi päivitysprojekteihin houkuttelevaan tarjoushintaan!  
                                        ",https://jimms.fi/fi/Product/Show/164191/mb550gew-3600-16gb/msi-mpg-b550-gaming-edge-wifi-amd-ryzen-5-3600-16gb-hyperx-fury-ddr4-3200mhz-bundletarjous
Asus,"
 PRIME B550M-K, mATX-emolevy
","122,00 
                                        ","AM4, AMD B550, 4 x DDR4, VGA/DVI/HDMI  
                                        ",https://jimms.fi/fi/Product/Show/162767/prime-b550m-k/asus-prime-b550m-k-matx-emolevy
