Product,Price,Description,Url
"
Asus TUF Gaming GT301 Case, ikkunallinen ATX-miditornikotelo, musta
","109,90 
                                        ","Luo oma kompakti taisteluasemasi!  
                                        ",jimms.fi/fi/Product/Show/161982/90dc0040-b49000/asus-tuf-gaming-gt301-case-ikkunallinen-atx-miditornikotelo-musta
"
Deepcool MATREXX 30, ikkunallinen mATX-minitornikotelo, musta
","36,90 
                                        ","Kompakti koko, vakaa suorituskyky!  
                                        ",jimms.fi/fi/Product/Show/150374/dp-matx-matrexx30/deepcool-matrexx-30-ikkunallinen-matx-minitornikotelo-musta
"
Corsair 275R Airflow Tempered Glass, ikkunallinen ATX-miditornikotelo, valkoinen
","82,90 
                                        ","Ilma virtaa ja Corsair rokkaa!  
                                        ",jimms.fi/fi/Product/Show/155235/cc-9011182-ww/corsair-275r-airflow-tempered-glass-ikkunallinen-atx-miditornikotelo-valkoinen
"
Corsair iCUE 220T RGB Airflow, ikkunallinen ATX-miditornikotelo, musta
","89,90 
                                        ","Näyttävä ja suorituskykyinen älykotelo!  
                                        ",jimms.fi/fi/Product/Show/152309/cc-9011173-ww/corsair-icue-220t-rgb-airflow-ikkunallinen-atx-miditornikotelo-musta
"
Corsair 4000D Airflow, ikkunallinen miditornikotelo, musta
","86,90 
                                        ","Suorituskykyinen ja ajattoman tyylikäs kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/164671/cc-9011200-ww/corsair-4000d-airflow-ikkunallinen-miditornikotelo-musta
"
SilverStone ATX HTPC -kotelo ,SST-GD09BUSB 3.0 Grandia Desktop, musta
","79,00 
                                        ",,jimms.fi/fi/Product/Show/98826/sst-gd09b/silverstone-atx-htpc-kotelo-sst-gd09busb-3_0-grandia-desktop-musta
"
Fractal Design Define Mini C TG, ikkunallinen mATX -kotelo, musta
","94,90 
                                        ","Näyttävä ja kompaktin kokoinen kotelouutuus!  
                                        ",jimms.fi/fi/Product/Show/132621/fd-ca-def-mini-c-bk-tg/fractal-design-define-mini-c-tg-ikkunallinen-matx-kotelo-musta
"
Corsair iCUE 220T RGB, ikkunallinen ATX-miditornikotelo, musta
","114,90 
                                        ","Selkeä näkymä älykkääseen valaisuun!  
                                        ",jimms.fi/fi/Product/Show/156645/cc-9011190-ww/corsair-icue-220t-rgb-ikkunallinen-atx-miditornikotelo-musta
"
Kolink Nimbus, RGB-valaistu ikkunallinen miditornikotelo, musta
","52,90 
                                        ","Trendikäs koti komponenteillesi! | Karkaistusta lasista valmistettu sivupaneeli!  
                                        ",jimms.fi/fi/Product/Show/153290/nimbus-rgb/kolink-nimbus-rgb-valaistu-ikkunallinen-miditornikotelo-musta
"
Fractal Design Define Mini C, mATX -kotelo, musta
","79,90 
                                        ","Suorituskykyä ilman rajoituksia!  
                                        ",jimms.fi/fi/Product/Show/124783/fd-ca-def-mini-c-bk/fractal-design-define-mini-c-matx-kotelo-musta
"
Fractal Design Define 7 Black/White - TG Clear Tint, ikkunallinen miditornikotelo, musta/valkoinen
","169,90 
                                        ","Uudelleenmääriteltyä monipuolisuutta!  
                                        ",jimms.fi/fi/Product/Show/160030/fd-c-def7a-05/fractal-design-define-7-black-white-tg-clear-tint-ikkunallinen-miditornikotelo-musta-valkoinen
"
Fractal Design Define R6 USB-C - Black - TG, ikkunallinen E-ATX-tornikotelo, musta
","154,90 
                                        ","Ainoastaan mielikuvituksesi on rajana!  
                                        ",jimms.fi/fi/Product/Show/144259/fd-ca-def-r6c-bk-tgl/fractal-design-define-r6-usb-c-black-tg-ikkunallinen-e-atx-tornikotelo-musta
"
SilverStone SST-SG13B, musta
","49,90 
                                        ",,jimms.fi/fi/Product/Show/110398/sst-sg13b/silverstone-sst-sg13b-musta
"
Phanteks Eclipse P400S - Tempered Glass Edition, ikkunallinen miditornikotelo, valkoinen
","95,90 
                                        ","Tyylikäs ja ominaisuuksiltaan rikas kotelovaihtoehto joka tarjoaa mm. karkaistusta lasista valmistetun sivupaneelin!  
                                        ",jimms.fi/fi/Product/Show/124862/ph-ec416pstg-wt/phanteks-eclipse-p400s-tempered-glass-edition-ikkunallinen-miditornikotelo-valkoinen
"
NZXT H510i, ikkunallinen ATX-miditornikotelo, mattamusta/musta
","119,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151668/ca-h510i-b1/nzxt-h510i-ikkunallinen-atx-miditornikotelo-mattamusta-musta
"
Corsair Crystal Series 570X RGB, ikkunallinen ATX -miditornikotelo, musta
","199,90 
                                        ","Selkeästi ylivertainen.  
                                        ",jimms.fi/fi/Product/Show/125520/cc-9011098-ww/corsair-crystal-series-570x-rgb-ikkunallinen-atx-miditornikotelo-musta
"
Corsair iCUE 220T RGB Airflow, ikkunallinen ATX-miditornikotelo, valkoinen
","104,90 
                                        ","Näyttävä ja suorituskykyinen älykotelo!  
                                        ",jimms.fi/fi/Product/Show/152310/cc-9011174-ww/corsair-icue-220t-rgb-airflow-ikkunallinen-atx-miditornikotelo-valkoinen
"
BitFenix Saber, ikkunallinen E-ATX -miditornikotelo, musta
","89,90 
                                        ","Valosapeleiden innoittama majatalo komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/153174/bfc-sbr-300-kkgsk-rp/bitfenix-saber-ikkunallinen-e-atx-miditornikotelo-musta
"
NZXT H1, ikkunallinen Mini-ITX -kotelo, mattamusta
","349,90 
                                        ","Pienellä jalanjäljellä varustettu kotelo kaikilla herkuilla!  
                                        ",jimms.fi/fi/Product/Show/160235/ca-h16wr-b1-eu/nzxt-h1-ikkunallinen-mini-itx-kotelo-mattamusta
"
Kolink Citadel, ikkunallinen mATX-kotelo, musta
","39,90 
                                        ","Pieni ja tyylikäs!  
                                        ",jimms.fi/fi/Product/Show/150907/citadel/kolink-citadel-ikkunallinen-matx-kotelo-musta
"
Fractal Design Define 7 Compact - Black TG Light Tint, ikkunallinen miditornikotelo, musta
","109,90 
                                        ","Todellinen tilaihme, joka tarjoaa kokoistaan monipuolisemmat ominaisuudet!  
                                        ",jimms.fi/fi/Product/Show/162635/fd-c-def7c-03/fractal-design-define-7-compact-black-tg-light-tint-ikkunallinen-miditornikotelo-musta
"
Phanteks Eclipse P600S - Tempered Glass Edition, ikkunallinen miditornikotelo, valkoinen
","157,90 
                                        ","Onko juttusi hiljaisuus vai suorituskyky - valitse kulloinkin kaipaamasi tila! | Ikkunallinen malli  
                                        ",jimms.fi/fi/Product/Show/148389/ph-ec600pstg-wt01/phanteks-eclipse-p600s-tempered-glass-edition-ikkunallinen-miditornikotelo-valkoinen
"
Deepcool MATREXX 50 ADD-RGB 4F, ikkunallinen E-ATX -miditornikotelo, musta
","89,00 
                                        ","Minimalistinen miditornikotelo!  
                                        ",jimms.fi/fi/Product/Show/158098/dp-atx-matrexx50-ar-4f-ne/deepcool-matrexx-50-add-rgb-4f-ikkunallinen-e-atx-miditornikotelo-musta
"
Corsair Carbide Series 200R, ATX-kotelo, musta
","63,90 
                                        ",,jimms.fi/fi/Product/Show/75931/cc-9011023-ww/corsair-carbide-series-200r-atx-kotelo-musta
"
Phanteks Enthoo Evolv Shift, ikkunallinen mITX -kotelo, musta
","112,10 
                                        ","Äärimmäisen näyttävä kotelovaihtoehto Mini ITX -kokoonpanollesi!  
                                        ",jimms.fi/fi/Product/Show/132493/ph-es217e-bk/phanteks-enthoo-evolv-shift-ikkunallinen-mitx-kotelo-musta
"
SilentiumPC Regnum RG4TF Tempered Glass, ikkunallinen ATX-miditornikotelo, valkoinen
","47,90 
                                        ","Harvoin saa rahoilleen näin hyvää vastinetta, ilmanvirtauksesta puhumattakaan!  
                                        ",jimms.fi/fi/Product/Show/137721/spc180/silentiumpc-regnum-rg4tf-tempered-glass-ikkunallinen-atx-miditornikotelo-valkoinen
"
Corsair Crystal Series 680X RGB, ikkunallinen ATX-älykotelo, musta
","247,90 
                                        ","Fiksu ja näyttävä koteloratkaisu!  
                                        ",jimms.fi/fi/Product/Show/148613/cc-9011168-ww/corsair-crystal-series-680x-rgb-ikkunallinen-atx-alykotelo-musta
"
NZXT H710, ikkunallinen ATX-miditornikotelo, mattavalkoinen/musta
","164,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151661/ca-h710b-w1/nzxt-h710-ikkunallinen-atx-miditornikotelo-mattavalkoinen-musta
"
Lian Li LANCOOL 215, ikkunallinen miditornikotelo, musta
","72,90 
                                        ","Ole siististi cool, ole LANCOOL!  
                                        ",jimms.fi/fi/Product/Show/164900/lancool-215-black/lian-li-lancool-215-ikkunallinen-miditornikotelo-musta
"
BitFenix Nova, ATX-miditornikotelo, valkoinen
","37,90 
                                        ",,jimms.fi/fi/Product/Show/115993/bfx-nov-100-wwxkk-rp/bitfenix-nova-atx-miditornikotelo-valkoinen
"
Kolink Quantum, ikkunallinen miditornikotelo, musta
","57,90 
                                        ","Kolinkin avulla voit suorittaa ikiomat kvanttiloikkasi!  
                                        ",jimms.fi/fi/Product/Show/157470/quantum/kolink-quantum-ikkunallinen-miditornikotelo-musta
"
NZXT H210i, ikkunallinen Mini-ITX -kotelo, mattavalkoinen/musta
","134,90 
                                        ","Ikoninen H-sarja on nyt entistä ehompi!  
                                        ",jimms.fi/fi/Product/Show/151663/ca-h210i-w1/nzxt-h210i-ikkunallinen-mini-itx-kotelo-mattavalkoinen-musta
"
BitFenix ENSO MESH RGB, ikkunallinen miditornikotelo, valkoinen
","96,90 
                                        ","Näyttävä RGB -valaistu kotelo, jossa lasikylki ja mesh-etupaneeli!  
                                        ",jimms.fi/fi/Product/Show/147488/bfc-esm-150-wwwgk-rp/bitfenix-enso-mesh-rgb-ikkunallinen-miditornikotelo-valkoinen
"
Fractal Design Define 7 Black - Solid -miditornikotelo, musta
","159,90 
                                        ","Uudelleenmääriteltyä monipuolisuutta!  
                                        ",jimms.fi/fi/Product/Show/160014/fd-c-def7a-01/fractal-design-define-7-black-solid-miditornikotelo-musta
"
Corsair 4000D Airflow, ikkunallinen miditornikotelo, valkoinen
","86,90 
                                        ","Suorituskykyinen ja ajattoman tyylikäs kotelovalinta!  
                                        ",jimms.fi/fi/Product/Show/164672/cc-9011201-ww/corsair-4000d-airflow-ikkunallinen-miditornikotelo-valkoinen
"
Fractal Design Core 1100, mATX-kotelo, musta
","44,90 
                                        ",,jimms.fi/fi/Product/Show/99189/fd-ca-core-1100-bl/fractal-design-core-1100-matx-kotelo-musta
"
SilentiumPC Regnum RG4, ATX-miditornikotelo, musta
","40,90 
                                        ","Harvoin saa rahoilleen näin hyvää vastinetta, ilmanvirtauksesta puhumattakaan!  
                                        ",jimms.fi/fi/Product/Show/137726/spc177/silentiumpc-regnum-rg4-atx-miditornikotelo-musta
"
Cooler Master MasterCase H500M, ikkunallinen E-ATX -tornikotelo, harmaa/musta
","214,90 
                                        ","Mielen puhaltava design! | Vaihdettava verkko-/lasietupaneeli, runsaasti karkaistua lasia sekä 2 kpl 200mm addressable RGB-tuuletinta!  
                                        ",jimms.fi/fi/Product/Show/142462/mcm-h500m-ihnn-s00/cooler-master-mastercase-h500m-ikkunallinen-e-atx-tornikotelo-harmaa-musta
"
Jonsbo C2 Black, Mini-ITX -kotelo, musta
","52,40 
                                        ","Majoita kokoonpanosi Jonsboon  
                                        ",jimms.fi/fi/Product/Show/162230/c2-black/jonsbo-c2-black-mini-itx-kotelo-musta
"
Fractal Design Meshify S2 - Tempered Glass - Dark Tint, ikkunallinen E-ATX -tornikotelo, musta
","164,90 
                                        ","Kun haluat mennä suorituskyky edellä!  
                                        ",jimms.fi/fi/Product/Show/148395/fd-ca-mesh-s2-bko-tgd/fractal-design-meshify-s2-tempered-glass-dark-tint-ikkunallinen-e-atx-tornikotelo-musta
"
Kolink Aviator, ikkunallinen ATX-miditornikotelo, musta/vihreä
","54,90 
                                        ","Kotihangaari komponenteillesi!  
                                        ",jimms.fi/fi/Product/Show/139965/aviator-bk-gr/kolink-aviator-ikkunallinen-atx-miditornikotelo-musta-vihrea
"
Fractal Design Define R6 USB-C - Blackout, E-ATX-tornikotelo, musta
","149,90 
                                        ","Ainoastaan mielikuvituksesi on rajana!  
                                        ",jimms.fi/fi/Product/Show/144256/fd-ca-def-r6c-bko/fractal-design-define-r6-usb-c-blackout-e-atx-tornikotelo-musta
"
SilentiumPC Armis AR7, ATX-tornikotelo, musta
","79,00 
                                        ","Kun minimimalistinen tyyli kohtaa suorituskyvyn!  
                                        ",jimms.fi/fi/Product/Show/142035/spc181/silentiumpc-armis-ar7-atx-tornikotelo-musta
"
Fractal Design Define R6 - White - Tempered Glass, ikkunallinen ATX-kotelo, valkoinen/musta
","154,90 
                                        ","Ainoastaan mielikuvituksesi toimii rajana!  
                                        ",jimms.fi/fi/Product/Show/137251/fd-ca-def-r6-wt-tg/fractal-design-define-r6-white-tempered-glass-ikkunallinen-atx-kotelo-valkoinen-musta
